600.0000,0.0010
601.0000,0.0010
602.0000,0.0010
603.0000,0.0010
604.0000,0.0000
605.0000,0.0000
606.0000,0.0000
607.0000,0.0000
608.0000,0.0000
609.0000,0.0000
610.0000,0.0000
611.0000,0.0000
612.0000,0.0000
613.0000,0.0010
614.0000,0.0000
615.0000,0.0000
616.0000,0.0000
617.0000,0.0000
618.0000,0.0010
619.0000,0.0000
620.0000,0.0010
621.0000,0.0010
622.0000,0.0010
623.0000,0.0000
624.0000,0.0010
625.0000,0.0000
626.0000,0.0010
627.0000,0.0010
628.0000,0.0010
629.0000,0.0000
630.0000,0.0000
631.0000,0.0000
632.0000,0.0010
633.0000,0.0000
634.0000,0.0010
635.0000,0.0020
636.0000,0.0020
637.0000,0.0020
638.0000,0.0020
639.0000,0.0010
640.0000,0.0010
641.0000,0.0020
642.0000,0.0020
643.0000,0.0020
644.0000,0.0020
645.0000,0.0030
646.0000,0.0020
647.0000,0.0030
648.0000,0.0040
649.0000,0.0040
650.0000,0.0040
651.0000,0.0040
652.0000,0.0050
653.0000,0.0050
654.0000,0.0060
655.0000,0.0050
656.0000,0.0070
657.0000,0.0070
658.0000,0.0070
659.0000,0.0080
660.0000,0.0090
661.0000,0.0110
662.0000,0.0110
663.0000,0.0120
664.0000,0.0140
665.0000,0.0150
666.0000,0.0180
667.0000,0.0170
668.0000,0.0200
669.0000,0.0210
670.0000,0.0230
671.0000,0.0250
672.0000,0.0290
673.0000,0.0310
674.0000,0.0330
675.0000,0.0370
676.0000,0.0390
677.0000,0.0420
678.0000,0.0460
679.0000,0.0510
680.0000,0.0540
681.0000,0.0600
682.0000,0.0650
683.0000,0.0700
684.0000,0.0760
685.0000,0.0830
686.0000,0.0910
687.0000,0.0980
688.0000,0.1050
689.0000,0.1120
690.0000,0.1240
691.0000,0.1350
692.0000,0.1430
693.0000,0.1580
694.0000,0.1690
695.0000,0.1820
696.0000,0.1970
697.0000,0.2130
698.0000,0.2270
699.0000,0.2460
700.0000,0.2650
701.0000,0.2850
702.0000,0.3040
703.0000,0.3190
704.0000,0.3390
705.0000,0.3600
706.0000,0.3810
707.0000,0.4060
708.0000,0.4270
709.0000,0.4510
710.0000,0.4750
711.0000,0.4950
712.0000,0.5150
713.0000,0.5350
714.0000,0.5620
715.0000,0.5860
716.0000,0.6190
717.0000,0.6460
718.0000,0.6760
719.0000,0.7170
720.0000,0.7360
721.0000,0.7610
722.0000,0.7930
723.0000,0.8230
724.0000,0.8590
725.0000,0.8890
726.0000,0.9240
727.0000,0.9440
728.0000,0.9700
729.0000,0.9810
730.0000,0.9990
731.0000,1.0000
732.0000,0.9920
733.0000,0.9720
734.0000,0.9430
735.0000,0.8990
736.0000,0.8460
737.0000,0.7760
738.0000,0.7150
739.0000,0.6460
740.0000,0.5650
741.0000,0.5000
742.0000,0.4390
743.0000,0.3830
744.0000,0.3270
745.0000,0.2830
746.0000,0.2430
747.0000,0.2080
748.0000,0.1730
749.0000,0.1500
750.0000,0.1260
751.0000,0.1070
752.0000,0.0940
753.0000,0.0780
754.0000,0.0700
755.0000,0.0600
756.0000,0.0490
757.0000,0.0450
758.0000,0.0370
759.0000,0.0350
760.0000,0.0290
761.0000,0.0270
762.0000,0.0210
763.0000,0.0210
764.0000,0.0180
765.0000,0.0170
766.0000,0.0150
767.0000,0.0130
768.0000,0.0120
769.0000,0.0100
770.0000,0.0080
771.0000,0.0080
772.0000,0.0080
773.0000,0.0050
774.0000,0.0070
775.0000,0.0060
776.0000,0.0040
777.0000,0.0030
778.0000,0.0050
779.0000,0.0040
780.0000,0.0040
