380,0.0000,0.0000,0.0000
381,0.0000,0.0000,0.0000
382,0.0000,0.0000,0.0000
383,0.0000,0.0000,0.0000
384,0.0000,0.0000,0.0000
385,0.0000,0.0000,0.0000
386,0.0000,0.0000,0.0000
387,0.0000,0.0000,0.0000
388,0.0000,0.0000,0.0000
389,0.0000,0.0000,0.0000
390,0.0000,0.0000,0.0000
391,0.0000,0.0000,0.0000
392,0.0000,0.0000,0.0000
393,0.0000,0.0000,0.0000
394,0.0000,0.0000,0.0000
395,0.0000,0.0000,0.0000
396,0.0000,0.0000,0.0000
397,0.0000,0.0000,0.0000
398,0.0000,0.0000,0.0000
399,0.0001,0.0000,0.0000
400,0.0001,0.0000,0.0000
401,0.0001,0.0000,0.0000
402,0.0001,0.0000,0.0000
403,0.0002,0.0000,0.0000
404,0.0002,0.0000,0.0000
405,0.0003,0.0000,0.0000
406,0.0004,0.0000,0.0000
407,0.0005,0.0000,0.0000
408,0.0006,0.0000,0.0000
409,0.0008,0.0000,0.0000
410,0.0010,0.0000,0.0000
411,0.0012,0.0000,0.0000
412,0.0016,0.0000,0.0000
413,0.0020,0.0000,0.0000
414,0.0024,0.0000,0.0000
415,0.0030,0.0000,0.0000
416,0.0037,0.0000,0.0000
417,0.0045,0.0000,0.0000
418,0.0055,0.0000,0.0000
419,0.0067,0.0000,0.0000
420,0.0081,0.0000,0.0000
421,0.0097,0.0000,0.0000
422,0.0116,0.0000,0.0000
423,0.0138,0.0000,0.0000
424,0.0163,0.0000,0.0000
425,0.0192,0.0000,0.0000
426,0.0224,0.0000,0.0000
427,0.0261,0.0000,0.0000
428,0.0303,0.0000,0.0000
429,0.0349,0.0000,0.0000
430,0.0401,0.0000,0.0000
431,0.0458,0.0000,0.0000
432,0.0521,0.0000,0.0000
433,0.0591,0.0000,0.0000
434,0.0667,0.0000,0.0000
435,0.0750,0.0000,0.0000
436,0.0843,0.0000,0.0000
437,0.0945,0.0000,0.0000
438,0.1059,0.0000,0.0000
439,0.1188,0.0000,0.0000
440,0.1337,0.0000,0.0000
441,0.1508,0.0000,0.0000
442,0.1709,0.0000,0.0000
443,0.1945,0.0000,0.0000
444,0.2223,0.0000,0.0000
445,0.2547,0.0000,0.0000
446,0.2922,0.0000,0.0000
447,0.3349,0.0000,0.0000
448,0.3823,0.0000,0.0000
449,0.4337,0.0000,0.0000
450,0.4877,0.0000,0.0000
451,0.5423,0.0001,0.0000
452,0.5952,0.0001,0.0000
453,0.6437,0.0001,0.0000
454,0.6850,0.0001,0.0000
455,0.7166,0.0001,0.0000
456,0.7364,0.0001,0.0000
457,0.7432,0.0002,0.0000
458,0.7364,0.0002,0.0000
459,0.7166,0.0002,0.0000
460,0.6850,0.0003,0.0000
461,0.6437,0.0003,0.0000
462,0.5952,0.0004,0.0000
463,0.5423,0.0005,0.0000
464,0.4877,0.0005,0.0000
465,0.4337,0.0006,0.0000
466,0.3823,0.0008,0.0000
467,0.3349,0.0009,0.0000
468,0.2922,0.0011,0.0000
469,0.2547,0.0012,0.0000
470,0.2223,0.0014,0.0000
471,0.1945,0.0017,0.0000
472,0.1709,0.0020,0.0000
473,0.1508,0.0023,0.0000
474,0.1337,0.0026,0.0000
475,0.1188,0.0030,0.0000
476,0.1059,0.0035,0.0000
477,0.0945,0.0041,0.0000
478,0.0843,0.0047,0.0000
479,0.0750,0.0053,0.0000
480,0.0667,0.0061,0.0000
481,0.0591,0.0070,0.0000
482,0.0521,0.0079,0.0000
483,0.0458,0.0090,0.0000
484,0.0401,0.0102,0.0000
485,0.0349,0.0116,0.0000
486,0.0303,0.0131,0.0000
487,0.0261,0.0147,0.0000
488,0.0224,0.0165,0.0000
489,0.0192,0.0185,0.0000
490,0.0163,0.0207,0.0000
491,0.0138,0.0231,0.0000
492,0.0116,0.0258,0.0000
493,0.0097,0.0286,0.0000
494,0.0081,0.0318,0.0000
495,0.0067,0.0351,0.0000
496,0.0055,0.0388,0.0000
497,0.0045,0.0427,0.0000
498,0.0037,0.0470,0.0000
499,0.0030,0.0515,0.0000
500,0.0024,0.0564,0.0000
501,0.0020,0.0616,0.0000
502,0.0016,0.0672,0.0000
503,0.0012,0.0732,0.0000
504,0.0010,0.0795,0.0000
505,0.0008,0.0862,0.0000
506,0.0006,0.0934,0.0000
507,0.0005,0.1010,0.0000
508,0.0004,0.1091,0.0000
509,0.0003,0.1178,0.0000
510,0.0002,0.1271,0.0000
511,0.0002,0.1372,0.0000
512,0.0001,0.1481,0.0000
513,0.0001,0.1599,0.0000
514,0.0001,0.1729,0.0000
515,0.0001,0.1871,0.0000
516,0.0000,0.2029,0.0000
517,0.0000,0.2205,0.0000
518,0.0000,0.2400,0.0000
519,0.0000,0.2617,0.0000
520,0.0000,0.2860,0.0000
521,0.0000,0.3129,0.0000
522,0.0000,0.3428,0.0000
523,0.0000,0.3756,0.0000
524,0.0000,0.4116,0.0000
525,0.0000,0.4506,0.0000
526,0.0000,0.4925,0.0000
527,0.0000,0.5370,0.0000
528,0.0000,0.5836,0.0000
529,0.0000,0.6318,0.0000
530,0.0000,0.6808,0.0000
531,0.0000,0.7297,0.0000
532,0.0000,0.7776,0.0000
533,0.0000,0.8235,0.0000
534,0.0000,0.8661,0.0000
535,0.0000,0.9044,0.0000
536,0.0000,0.9374,0.0000
537,0.0000,0.9642,0.0000
538,0.0000,0.9839,0.0000
539,0.0000,0.9959,0.0000
540,0.0000,1.0000,0.0000
541,0.0000,0.9959,0.0000
542,0.0000,0.9839,0.0000
543,0.0000,0.9642,0.0000
544,0.0000,0.9374,0.0001
545,0.0000,0.9044,0.0001
546,0.0000,0.8661,0.0001
547,0.0000,0.8235,0.0001
548,0.0000,0.7776,0.0001
549,0.0000,0.7297,0.0001
550,0.0000,0.6808,0.0002
551,0.0000,0.6318,0.0002
552,0.0000,0.5836,0.0002
553,0.0000,0.5370,0.0003
554,0.0000,0.4925,0.0003
555,0.0000,0.4506,0.0004
556,0.0000,0.4116,0.0005
557,0.0000,0.3756,0.0006
558,0.0000,0.3428,0.0007
559,0.0000,0.3129,0.0008
560,0.0000,0.2860,0.0010
561,0.0000,0.2617,0.0011
562,0.0000,0.2400,0.0014
563,0.0000,0.2205,0.0016
564,0.0000,0.2029,0.0019
565,0.0000,0.1871,0.0022
566,0.0000,0.1729,0.0025
567,0.0000,0.1599,0.0030
568,0.0000,0.1481,0.0034
569,0.0000,0.1372,0.0040
570,0.0000,0.1271,0.0046
571,0.0000,0.1178,0.0053
572,0.0000,0.1091,0.0061
573,0.0000,0.1010,0.0070
574,0.0000,0.0934,0.0081
575,0.0000,0.0862,0.0092
576,0.0000,0.0795,0.0105
577,0.0000,0.0732,0.0120
578,0.0000,0.0672,0.0136
579,0.0000,0.0616,0.0155
580,0.0000,0.0564,0.0175
581,0.0000,0.0515,0.0197
582,0.0000,0.0470,0.0222
583,0.0000,0.0427,0.0250
584,0.0000,0.0388,0.0280
585,0.0000,0.0351,0.0313
586,0.0000,0.0318,0.0350
587,0.0000,0.0286,0.0390
588,0.0000,0.0258,0.0433
589,0.0000,0.0231,0.0480
590,0.0000,0.0207,0.0531
591,0.0000,0.0185,0.0587
592,0.0000,0.0165,0.0646
593,0.0000,0.0147,0.0710
594,0.0000,0.0131,0.0779
595,0.0000,0.0116,0.0853
596,0.0000,0.0102,0.0932
597,0.0000,0.0090,0.1016
598,0.0000,0.0079,0.1106
599,0.0000,0.0070,0.1201
600,0.0000,0.0061,0.1303
601,0.0000,0.0053,0.1411
602,0.0000,0.0047,0.1526
603,0.0000,0.0041,0.1649
604,0.0000,0.0035,0.1781
605,0.0000,0.0030,0.1922
606,0.0000,0.0026,0.2074
607,0.0000,0.0023,0.2238
608,0.0000,0.0020,0.2417
609,0.0000,0.0017,0.2613
610,0.0000,0.0014,0.2829
611,0.0000,0.0012,0.3068
612,0.0000,0.0011,0.3333
613,0.0000,0.0009,0.3628
614,0.0000,0.0008,0.3957
615,0.0000,0.0006,0.4323
616,0.0000,0.0005,0.4731
617,0.0000,0.0005,0.5182
618,0.0000,0.0004,0.5679
619,0.0000,0.0003,0.6222
620,0.0000,0.0003,0.6812
621,0.0000,0.0002,0.7445
622,0.0000,0.0002,0.8118
623,0.0000,0.0002,0.8823
624,0.0000,0.0001,0.9551
625,0.0000,0.0001,1.0292
626,0.0000,0.0001,1.1032
627,0.0000,0.0001,1.1756
628,0.0000,0.0001,1.2449
629,0.0000,0.0001,1.3093
630,0.0000,0.0000,1.3673
631,0.0000,0.0000,1.4172
632,0.0000,0.0000,1.4576
633,0.0000,0.0000,1.4874
634,0.0000,0.0000,1.5056
635,0.0000,0.0000,1.5118
636,0.0000,0.0000,1.5056
637,0.0000,0.0000,1.4874
638,0.0000,0.0000,1.4576
639,0.0000,0.0000,1.4172
640,0.0000,0.0000,1.3673
641,0.0000,0.0000,1.3093
642,0.0000,0.0000,1.2449
643,0.0000,0.0000,1.1756
644,0.0000,0.0000,1.1032
645,0.0000,0.0000,1.0292
646,0.0000,0.0000,0.9551
647,0.0000,0.0000,0.8823
648,0.0000,0.0000,0.8118
649,0.0000,0.0000,0.7445
650,0.0000,0.0000,0.6812
651,0.0000,0.0000,0.6222
652,0.0000,0.0000,0.5679
653,0.0000,0.0000,0.5182
654,0.0000,0.0000,0.4731
655,0.0000,0.0000,0.4323
656,0.0000,0.0000,0.3957
657,0.0000,0.0000,0.3628
658,0.0000,0.0000,0.3333
659,0.0000,0.0000,0.3068
660,0.0000,0.0000,0.2829
661,0.0000,0.0000,0.2613
662,0.0000,0.0000,0.2417
663,0.0000,0.0000,0.2238
664,0.0000,0.0000,0.2074
665,0.0000,0.0000,0.1922
666,0.0000,0.0000,0.1781
667,0.0000,0.0000,0.1649
668,0.0000,0.0000,0.1526
669,0.0000,0.0000,0.1411
670,0.0000,0.0000,0.1303
671,0.0000,0.0000,0.1201
672,0.0000,0.0000,0.1106
673,0.0000,0.0000,0.1016
674,0.0000,0.0000,0.0932
675,0.0000,0.0000,0.0853
676,0.0000,0.0000,0.0779
677,0.0000,0.0000,0.0710
678,0.0000,0.0000,0.0646
679,0.0000,0.0000,0.0587
680,0.0000,0.0000,0.0531
681,0.0000,0.0000,0.0480
682,0.0000,0.0000,0.0433
683,0.0000,0.0000,0.0390
684,0.0000,0.0000,0.0350
685,0.0000,0.0000,0.0313
686,0.0000,0.0000,0.0280
687,0.0000,0.0000,0.0250
688,0.0000,0.0000,0.0222
689,0.0000,0.0000,0.0197
690,0.0000,0.0000,0.0175
691,0.0000,0.0000,0.0155
692,0.0000,0.0000,0.0136
693,0.0000,0.0000,0.0120
694,0.0000,0.0000,0.0105
695,0.0000,0.0000,0.0092
696,0.0000,0.0000,0.0081
697,0.0000,0.0000,0.0070
698,0.0000,0.0000,0.0061
699,0.0000,0.0000,0.0053
700,0.0000,0.0000,0.0046
701,0.0000,0.0000,0.0040
702,0.0000,0.0000,0.0034
703,0.0000,0.0000,0.0030
704,0.0000,0.0000,0.0025
705,0.0000,0.0000,0.0022
706,0.0000,0.0000,0.0019
707,0.0000,0.0000,0.0016
708,0.0000,0.0000,0.0014
709,0.0000,0.0000,0.0011
710,0.0000,0.0000,0.0010
711,0.0000,0.0000,0.0008
712,0.0000,0.0000,0.0007
713,0.0000,0.0000,0.0006
714,0.0000,0.0000,0.0005
715,0.0000,0.0000,0.0004
716,0.0000,0.0000,0.0003
717,0.0000,0.0000,0.0003
718,0.0000,0.0000,0.0002
719,0.0000,0.0000,0.0002
720,0.0000,0.0000,0.0002
721,0.0000,0.0000,0.0001
722,0.0000,0.0000,0.0001
723,0.0000,0.0000,0.0001
724,0.0000,0.0000,0.0001
725,0.0000,0.0000,0.0001
726,0.0000,0.0000,0.0001
727,0.0000,0.0000,0.0000
728,0.0000,0.0000,0.0000
729,0.0000,0.0000,0.0000
730,0.0000,0.0000,0.0000
731,0.0000,0.0000,0.0000
732,0.0000,0.0000,0.0000
733,0.0000,0.0000,0.0000
734,0.0000,0.0000,0.0000
735,0.0000,0.0000,0.0000
