380.0000,0.0083
382.0000,0.0083
384.0000,0.0083
386.0000,0.0042
388.0000,0.0083
390.0000,0.0042
392.0000,0.0083
394.0000,0.0083
396.0000,0.0042
398.0000,0.0125
400.0000,0.0125
402.0000,0.0125
404.0000,0.0125
406.0000,0.0208
408.0000,0.0250
410.0000,0.0292
412.0000,0.0375
414.0000,0.0458
416.0000,0.0583
418.0000,0.0667
420.0000,0.0875
422.0000,0.1083
424.0000,0.1292
426.0000,0.1625
428.0000,0.1958
430.0000,0.2417
432.0000,0.3000
434.0000,0.3708
436.0000,0.4417
438.0000,0.5333
440.0000,0.6417
442.0000,0.7625
444.0000,0.8833
446.0000,0.9542
448.0000,1.0000
450.0000,0.9458
452.0000,0.8833
454.0000,0.7958
456.0000,0.7250
458.0000,0.6833
460.0000,0.6542
462.0000,0.6167
464.0000,0.5792
466.0000,0.5458
468.0000,0.5042
470.0000,0.4833
472.0000,0.4708
474.0000,0.4583
476.0000,0.4708
478.0000,0.4708
480.0000,0.4917
482.0000,0.5042
484.0000,0.5208
486.0000,0.5458
488.0000,0.5667
490.0000,0.5958
492.0000,0.6292
494.0000,0.6625
496.0000,0.6833
498.0000,0.7208
500.0000,0.7500
502.0000,0.7708
504.0000,0.8167
506.0000,0.8500
508.0000,0.8792
510.0000,0.9083
