380.0000,0.0010
382.0000,0.0000
384.0000,0.0030
386.0000,0.0000
388.0000,0.0000
390.0000,0.0010
392.0000,0.0010
394.0000,0.0010
396.0000,0.0000
398.0000,0.0020
400.0000,0.0010
402.0000,0.0010
404.0000,0.0010
406.0000,0.0020
408.0000,0.0020
410.0000,0.0020
412.0000,0.0020
414.0000,0.0020
416.0000,0.0020
418.0000,0.0020
420.0000,0.0020
422.0000,0.0010
424.0000,0.0020
426.0000,0.0010
428.0000,0.0020
430.0000,0.0020
432.0000,0.0030
434.0000,0.0020
436.0000,0.0020
438.0000,0.0040
440.0000,0.0040
442.0000,0.0040
444.0000,0.0050
446.0000,0.0060
448.0000,0.0090
450.0000,0.0110
452.0000,0.0150
454.0000,0.0190
456.0000,0.0260
458.0000,0.0350
460.0000,0.0460
462.0000,0.0610
464.0000,0.0790
466.0000,0.1050
468.0000,0.1370
470.0000,0.1760
472.0000,0.2270
474.0000,0.2910
476.0000,0.3680
478.0000,0.4530
480.0000,0.5570
482.0000,0.6650
484.0000,0.7770
486.0000,0.8730
488.0000,0.9520
490.0000,0.9920
492.0000,1.0000
494.0000,0.9640
496.0000,0.8900
498.0000,0.8010
500.0000,0.7120
502.0000,0.6180
504.0000,0.5370
506.0000,0.4710
508.0000,0.4140
510.0000,0.3670
512.0000,0.3160
514.0000,0.2750
516.0000,0.2350
518.0000,0.2010
520.0000,0.1690
522.0000,0.1440
524.0000,0.1220
526.0000,0.1040
528.0000,0.0900
530.0000,0.0780
532.0000,0.0670
534.0000,0.0580
536.0000,0.0500
538.0000,0.0410
540.0000,0.0370
542.0000,0.0300
544.0000,0.0260
546.0000,0.0230
548.0000,0.0190
550.0000,0.0170
552.0000,0.0140
554.0000,0.0120
556.0000,0.0110
558.0000,0.0100
560.0000,0.0080
562.0000,0.0080
564.0000,0.0060
566.0000,0.0060
568.0000,0.0050
570.0000,0.0040
572.0000,0.0040
574.0000,0.0030
576.0000,0.0030
578.0000,0.0030
580.0000,0.0020
