380,0.00230,0.00000,0.00000
382,0.00310,0.00000,0.00000
384,0.00320,0.00000,0.00000
386,0.00260,0.00000,0.00000
388,0.00250,0.00000,0.00000
390,0.00250,0.00000,0.00000
392,0.00340,0.00000,0.00000
394,0.00360,0.00000,0.00000
396,0.00330,0.00000,0.00000
398,0.00370,0.00000,0.00000
400,0.00430,0.00000,0.00000
402,0.00470,0.00000,0.00000
404,0.00550,0.00000,0.00000
406,0.00700,0.00000,0.00000
408,0.00870,0.00000,0.00000
410,0.01310,0.00000,0.00000
412,0.01640,0.00000,0.00000
414,0.02350,0.00000,0.00000
416,0.03250,0.00000,0.00000
418,0.04600,0.00000,0.00000
420,0.06440,0.00000,0.00000
422,0.08840,0.00000,0.00000
424,0.12370,0.00000,0.00000
426,0.16740,0.00000,0.00000
428,0.22300,0.00000,0.00000
430,0.28930,0.00000,0.00000
432,0.36750,0.00000,0.00000
434,0.45200,0.00000,0.00000
436,0.55010,0.00000,0.00000
438,0.66340,0.00000,0.00000
440,0.78620,0.00000,0.00000
442,0.90900,0.00000,0.00000
444,1.00000,0.00000,0.00000
446,0.99810,0.00000,0.00000
448,0.90720,0.00000,0.00000
450,0.74710,0.00000,0.00100
452,0.57490,0.00000,0.00100
454,0.43840,0.00000,0.00200
456,0.34300,0.00000,0.00200
458,0.28500,0.00000,0.00210
460,0.23280,0.00000,0.00310
462,0.19230,0.00000,0.00310
464,0.15240,0.00000,0.00420
466,0.11670,0.00000,0.00500
468,0.08970,0.00000,0.00620
470,0.06900,0.00000,0.00720
472,0.05440,0.00000,0.00930
474,0.04340,0.00000,0.01150
476,0.03680,0.00000,0.01360
478,0.02940,0.00000,0.01730
480,0.02420,0.00040,0.02100
482,0.01900,0.00030,0.02610
484,0.01560,0.00010,0.03210
486,0.01230,0.00000,0.04020
488,0.01050,0.00020,0.04950
490,0.00810,0.00010,0.06320
492,0.00660,0.00010,0.07760
494,0.00610,0.00020,0.09830
496,0.00580,0.00020,0.12250
498,0.00460,0.00010,0.15370
500,0.00370,0.00020,0.19370
502,0.00340,0.00010,0.24450
504,0.00310,0.00010,0.30340
506,0.00240,0.00010,0.37360
508,0.00240,0.00010,0.45600
510,0.00200,0.00010,0.54740
512,0.00000,0.00010,0.64930
514,0.00000,0.00020,0.75140
516,0.00000,0.00010,0.84330
518,0.00000,0.00020,0.92630
520,0.00000,0.00030,0.97790
522,0.00000,0.00010,1.00000
524,0.00000,0.00000,0.99640
526,0.00000,0.00000,0.95620
528,0.00000,0.00000,0.89500
530,0.00000,0.00020,0.81620
532,0.00000,0.00010,0.72950
534,0.00000,0.00030,0.65210
536,0.00000,0.00030,0.57780
538,0.00000,0.00030,0.52150
540,0.00000,0.00020,0.46490
542,0.00000,0.00070,0.41880
544,0.00000,0.00030,0.37420
546,0.00000,0.00030,0.33550
548,0.00000,0.00030,0.29810
550,0.00000,0.00030,0.25960
552,0.00000,0.00020,0.22720
554,0.00000,0.00020,0.19690
556,0.00000,0.00040,0.17250
558,0.00000,0.00080,0.14770
560,0.00000,0.00070,0.12770
562,0.00000,0.00050,0.11160
564,0.00000,0.00050,0.09840
566,0.00000,0.00120,0.08710
568,0.00000,0.00060,0.07690
570,0.00000,0.00100,0.06610
572,0.00000,0.00140,0.05850
574,0.00000,0.00190,0.05190
576,0.00000,0.00230,0.04430
578,0.00000,0.00380,0.03850
580,0.00000,0.00370,0.03350
582,0.00000,0.00510,0.02940
584,0.00000,0.00650,0.02570
586,0.00000,0.00810,0.02330
588,0.00000,0.01040,0.01970
590,0.00000,0.01340,0.01660
592,0.00000,0.01730,0.01500
594,0.00000,0.02090,0.01310
596,0.00000,0.02730,0.01200
598,0.00000,0.03330,0.01050
600,0.00000,0.04220,0.00950
602,0.00000,0.05190,0.00800
604,0.00000,0.06450,0.00700
606,0.00000,0.08010,0.00600
608,0.00000,0.10160,0.00600
610,0.00000,0.12460,0.00500
612,0.00000,0.15940,0.00440
614,0.00000,0.20060,0.00400
616,0.00000,0.25300,0.00400
618,0.00000,0.31720,0.00300
620,0.00000,0.40050,0.00300
622,0.00000,0.50690,0.00230
624,0.00000,0.62910,0.00220
626,0.00000,0.76960,0.00200
628,0.00000,0.90190,0.00200
630,0.00000,1.00000,0.00200
632,0.00000,0.96380,0.00200
634,0.00000,0.81550,0.00110
636,0.00000,0.59470,0.00200
638,0.00000,0.39560,0.00200
640,0.00000,0.26190,0.00110
642,0.00000,0.17560,0.00100
644,0.00000,0.11960,0.00100
646,0.00000,0.08240,0.00100
