380.0000,0.0050
382.0000,0.0050
384.0000,0.0040
386.0000,0.0050
388.0000,0.0050
390.0000,0.0050
392.0000,0.0050
394.0000,0.0050
396.0000,0.0060
398.0000,0.0070
400.0000,0.0080
402.0000,0.0080
404.0000,0.0110
406.0000,0.0140
408.0000,0.0170
410.0000,0.0220
412.0000,0.0290
414.0000,0.0370
416.0000,0.0480
418.0000,0.0620
420.0000,0.0820
422.0000,0.1060
424.0000,0.1370
426.0000,0.1760
428.0000,0.2230
430.0000,0.2810
432.0000,0.3460
434.0000,0.4200
436.0000,0.5010
438.0000,0.5940
440.0000,0.6960
442.0000,0.7990
444.0000,0.9010
446.0000,0.9780
448.0000,1.0000
450.0000,0.9540
452.0000,0.8480
454.0000,0.7240
456.0000,0.6080
458.0000,0.5240
460.0000,0.4620
462.0000,0.4140
464.0000,0.3700
466.0000,0.3310
468.0000,0.2920
470.0000,0.2600
472.0000,0.2390
474.0000,0.2230
476.0000,0.2160
478.0000,0.2150
480.0000,0.2150
482.0000,0.2200
484.0000,0.2260
486.0000,0.2330
488.0000,0.2450
490.0000,0.2590
492.0000,0.2750
494.0000,0.2920
496.0000,0.3120
498.0000,0.3300
500.0000,0.3510
502.0000,0.3710
504.0000,0.3860
506.0000,0.4060
508.0000,0.4240
510.0000,0.4410
