510.0000,0.5000
512.0000,0.5217
514.0000,0.5455
516.0000,0.5652
518.0000,0.5839
520.0000,0.6014
522.0000,0.6180
524.0000,0.6346
526.0000,0.6522
528.0000,0.6625
530.0000,0.6812
532.0000,0.6915
534.0000,0.7029
536.0000,0.7153
538.0000,0.7288
540.0000,0.7433
542.0000,0.7567
544.0000,0.7671
546.0000,0.7816
548.0000,0.7940
550.0000,0.8064
552.0000,0.8219
554.0000,0.8333
556.0000,0.8509
558.0000,0.8623
560.0000,0.8789
562.0000,0.8944
564.0000,0.9068
566.0000,0.9193
568.0000,0.9379
570.0000,0.9472
572.0000,0.9617
574.0000,0.9710
576.0000,0.9772
578.0000,0.9876
580.0000,0.9928
582.0000,0.9928
584.0000,0.9948
586.0000,1.0000
588.0000,0.9959
590.0000,0.9959
592.0000,0.9834
594.0000,0.9783
596.0000,0.9669
598.0000,0.9534
600.0000,0.9400
602.0000,0.9265
604.0000,0.9079
606.0000,0.8913
608.0000,0.8727
610.0000,0.8530
612.0000,0.8302
614.0000,0.8075
616.0000,0.7867
618.0000,0.7588
620.0000,0.7381
622.0000,0.7143
624.0000,0.6915
626.0000,0.6573
628.0000,0.6408
630.0000,0.6149
632.0000,0.5921
634.0000,0.5673
636.0000,0.5404
638.0000,0.5166
640.0000,0.4938
642.0000,0.4731
644.0000,0.4513
646.0000,0.4286
648.0000,0.4068
650.0000,0.3892
652.0000,0.3675
654.0000,0.3520
656.0000,0.3323
658.0000,0.3157
660.0000,0.2992
662.0000,0.2826
664.0000,0.2650
666.0000,0.2526
668.0000,0.2412
670.0000,0.2267
672.0000,0.2153
674.0000,0.2029
676.0000,0.1946
678.0000,0.1812
680.0000,0.1718
682.0000,0.1625
684.0000,0.1532
686.0000,0.1449
688.0000,0.1377
690.0000,0.1294
692.0000,0.1232
694.0000,0.1159
696.0000,0.1097
698.0000,0.1035
700.0000,0.0963
702.0000,0.0911
704.0000,0.0859
706.0000,0.0818
708.0000,0.0766
710.0000,0.0725
712.0000,0.0683
714.0000,0.0642
716.0000,0.0611
718.0000,0.0580
720.0000,0.0538
722.0000,0.0507
724.0000,0.0487
726.0000,0.0455
728.0000,0.0435
730.0000,0.0393
732.0000,0.0383
734.0000,0.0352
736.0000,0.0342
738.0000,0.0311
740.0000,0.0300
742.0000,0.0290
744.0000,0.0269
746.0000,0.0248
748.0000,0.0238
750.0000,0.0217
752.0000,0.0207
754.0000,0.0207
756.0000,0.0197
758.0000,0.0176
760.0000,0.0176
762.0000,0.0166
764.0000,0.0155
766.0000,0.0145
768.0000,0.0135
770.0000,0.0135
772.0000,0.0124
774.0000,0.0114
776.0000,0.0114
778.0000,0.0104
780.0000,0.0104
